"name";"energy";"protein";"fat";"sacharid";"cholesterol";"vlaknina";"unit";"amount";"idgroup"
"Výměnná jednotka";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Výměnná jednotka";"1700";"0";"0";"100";"0";"0";"u10";"100";"null";"SACCHARIDE"
"Zelenina, luštěniny, houby";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Zelenina - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Artyčoky";"170";"2.4";"0.1";"2.6";"0";"10.8";"g";"100";"3"
"Brambory rané";"300";"1.7";"0.2";"16.6";"0";"1.3";"g";"100";"3"
"Brambory zimní";"330";"1.8";"0.3";"18.2";"0";"1.6";"g";"100";"3"
"Brokolice. kedlubna";"140";"4.4";"0.9";"2.9";"0";"2.8";"g";"100";"3"
"Brukev";"130";"2.1";"0.2";"5.8";"0";"2.2";"g";"100";"3"
"Celer-bulva";"210";"1.7";"0.3";"9.9";"0";"3.7";"g";"100";"3"
"Celer-řapíkatý";"140";"1.3";"0.2";"3.7";"0";"2.4";"g";"100";"3"
"Cibule";"200";"1.7";"0.3";"9.6";"0";"1.4";"g";"100";"3"
"Cibule-raná";"140";"2";"0.2";"5.8";"0";"1.3";"g";"100";"3"
"Cuketa";"80";"1.6";"0.4";"2.1";"0";"0.9";"g";"100";"3"
"Čekanka salátová";"90";"1.5";"0.1";"4";"0";"1.4";"g";"100";"3"
"Černý kořen";"260";"1.4";"0.4";"13.3";"0";"5.3";"g";"100";"3"
"Červená řepa";"200";"1.8";"0.1";"10.6";"0";"2.3";"g";"100";"3"
"Česnek";"450";"6.6";"0.2";"26.9";"0";"0.9";"g";"100";"3"
"Fazolky";"160";"2.3";"0.3";"7.1";"0";"3";"g";"100";"3"
"Fenykl";"110";"2.4";"0.3";"6.1";"0";"3.3";"g";"100";"3"
"Hrášek";"320";"6.5";"0.5";"13.3";"0";"5.2";"g";"100";"3"
"Chřest";"90";"2.2";"0.2";"3.5";"0";"1.8";"g";"100";"3"
"Kapusta hlávková";"180";"3.1";"0.5";"6.7";"0";"3.1";"g";"100";"3"
"Kapusta kadeřavá";"140";"4.3";"0.9";"2.1";"0";"3.3";"g";"100";"3"
"Kapusta růžičková";"210";"5.2";"0.6";"7.6";"0";"1.6";"g";"100";"3"
"Kopr";"160";"2.4";"0.2";"7.8";"0";"1.6";"g";"100";"3"
"Křen";"440";"3.9";"0.5";"22.4";"0";"6.2";"g";"100";"3"
"Kukuřice cukrová";"440";"3.5";"2.2";"18.8";"0";"0.5";"g";"100";"3"
"Květák";"120";"2.4";"0.3";"4.4";"0";"1.8";"g";"100";"3"
"Lilek";"160";"1.3";"0.3";"8.2";"0";"2.3";"g";"100";"3"
"Mangold listy";"60";"2.1";"0.3";"2.8";"0";"2";"g";"100";"3"
"Meloun červený";"110";"0.6";"0.2";"5";"0";"0.3";"g";"100";"3"
"Meloun žlutý";"120";"0.5";"0.1";"6.5";"0";"0.9";"g";"100";"3"
"Mrkev";"190";"1.4";"0.3";"9.7";"0";"3";"g";"100";"3"
"Okurka nakládačka";"50";"1";"0.2";"1.8";"0";"1";"g";"100";"3"
"Okurka salátová";"70";"0.7";"0.2";"2.6";"0";"0.9";"g";"100";"3"
"Paprika červená";"120";"1.2";"0.5";"5.2";"0";"1.6";"g";"100";"3"
"Paprika zelená";"70";"0.8";"0.3";"2.6";"0";"1.9";"g";"100";"3"
"Patizony";"210";"2.3";"0.3";"10.2";"0";"null";"g";"100";"3"
"Pažitka";"210";"3.3";"0.7";"8.1";"0";"2";"g";"100";"3"
"Pekingské zelí";"50";"1.1";"0.3";"1";"0";"1.6";"g";"100";"3"
"Petržel kořen";"260";"2.9";"0.6";"12.2";"0";"1.8";"g";"100";"3"
"Petržel nať";"240";"3.7";"1";"9";"0";"5";"g";"100";"3"
"Polníček";"70";"1.8";"0.4";"1.4";"0";"1.5";"g";"100";"3"
"Pór";"190";"2.5";"0.3";"8.6";"0";"1.5";"g";"100";"3"
"Rajčata";"100";"1.1";"0.3";"4.6";"0";"1.5";"g";"100";"3"
"Reveň";"80";"1.3";"0.1";"3.6";"0";"1.4";"g";"100";"3"
"Ředkev";"90";"1.5";"0.1";"5";"0";"1.1";"g";"100";"3"
"Ředkvičky";"80";"1.1";"0.1";"3.7";"0";"1";"g";"100";"3"
"Řeřicha zahradní";"60";"1.6";"0.6";"0.4";"0";"3.3";"g";"100";"3"
"Salát hlávkový";"80";"1.5";"0.3";"2.7";"0";"0.9";"g";"100";"3"
"Salát ledový";"50";"0.7";"0.3";"1.9";"0";"1.2";"g";"100";"3"
"Salát římský";"70";"1";"0.6";"1.7";"0";"1.2";"g";"100";"3"
"Sójové výhonky";"210";"5.5";"1";"4.7";"0";"2.6";"g";"100";"3"
"Špenát";"140";"3.4";"0.6";"4.1";"0";"2.1";"g";"100";"3"
"Topinambury";"330";"1.9";"0.2";"17";"0";"3.5";"g";"100";"3"
"Tykev velkoplodá";"170";"0.8";"0.1";"9";"0";"2.3";"g";"100";"3"
"Výhonky vojtěšky (alfalfa)";"100";"4";"0.7";"0.4";"0";"1.6";"g";"100";"3"
"Zelí bílé hlávkové";"120";"1.5";"0.2";"4.5";"0";"2.7";"g";"100";"3"
"Zelí červené hlávkové";"130";"1.6";"0.3";"6.1";"0";"3.1";"g";"100";"3"
"Luštěniny - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Čočka";"1440";"26.9";"1.2";"59.2";"0";"10.6";"g";"100";"4"
"Fazole";"1400";"23.5";"1.6";"59.8";"0";"17";"g";"100";"4"
"Hrách";"1420";"23.7";"1.4";"61.5";"0";"16.6";"g";"100";"4"
"Sója";"1860";"43.8";"23";"16.3";"0";"21";"g";"100";"4"
"Konzervovaná zelenina a luštěniny - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bílé fazole v rajské omáčce";"370";"5.3";"0.8";"14.4";"0";"null";"g";"100";"5"
"Celer s olejem";"380";"1.1";"5.1";"10.4";"0";"null";"g";"100";"5"
"Červená řepa";"140";"0.9";"0.3";"7.8";"0";"null";"g";"100";"5"
"Fazolové lusky";"100";"1.1";"0.9";"5.3";"0";"null";"g";"100";"5"
"Hongkong salát (Bonduelle)";"250";"1.3";"3.3";"7.1";"0";"null";"g";"100";"5"
"Hrášek zelený";"270";"4.8";"0.3";"11";"0";"null";"g";"100";"5"
"Chilli česnek (Horlein)";"1830";"3.6";"40";"17";"0";"null";"g";"100";"5"
"Kukuřice (Bonduelle)";"500";"3";"1.5";"22.9";"0";"null";"g";"100";"5"
"Makedon.směs (Bonduelle)";"140";"1.8";"0.3";"6";"0";"null";"g";"100";"5"
"Mrkvový salát";"140";"0.8";"0.1";"7.4";"0";"null";"g";"100";"5"
"Okurky";"120";"1";"0.1";"7";"0";"0.5";"g";"100";"5"
"Rajčatová šťáva";"80";"0.8";"0.1";"4";"0";"0.6";"g";"100";"5"
"Rajský protlak";"430";"2.4";"0.5";"23.3";"0";"0.9";"g";"100";"5"
"Sójové klíčky (Bonduelle)";"60";"1.5";"0.1";"1.75";"0";"1.6";"g";"100";"5"
"Zelí bílé kysané";"80";"0.7";"0.2";"3.9";"0";"1.4";"g";"100";"5"
"Zelí červené sterilované";"270";"1.6";"0.2";"14.9";"0";"null";"g";"100";"5"
"Mražená zelenina - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Baby karotka";"90";"0.5";"0.2";"4.2";"0";"null";"g";"100";"6"
"Brokolice";"100";"2.9";"0.8";"1.2";"0";"null";"g";"100";"6"
"Lahůdková kukuřice";"450";"3.9";"1.2";"19.8";"0";"null";"g";"100";"6"
"Špenát Bonduelle";"110";"2.6";"0.6";"2.5";"0";"null";"g";"100";"6"
"Zeleninová směs - průměr";"200";"2.3";"0.5";"8.2";"0";"null";"g";"100";"6"
"Houby- 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Houby čerstvé - průměr";"110";"2.6";"0.4";"3.8";"0";"6";"g";"100";"7"
"Houby sušené - průměr";"1410";"37";"2.7";"41.1";"0";"46";"g";"100";"7"
"Hřiby";"80";"5.1";"0.3";"5.2";"0";"6";"g";"100";"7"
"Žampiony";"70";"3.3";"0.6";"4.8";"0";"2";"g";"100";"7"
"Ovoce. ořechy. ovocné výrobky";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Ovoce";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Ananas";"180";"0.4";"0.2";"10.1";"0";"1.3";"g";"100";"101"
"Angrešt";"210";"0.9";"0.5";"10.6";"0";"2.8";"g";"100";"101"
"Avokádo";"930";"1.9";"23.5";"0.4";"0";"6.3";"g";"100";"101"
"Banány";"400";"0.3";"0.3";"23";"0";"3.1";"g";"100";"101"
"Borůvky";"280";"0.8";"0.7";"14.7";"0";"2.2";"g";"100";"101"
"Broskve";"220";"0.8";"0.2";"12.5";"0";"1.4";"g";"100";"101"
"Brusinky";"260";"0.4";"0.8";"13.7";"0";"1.5";"g";"100";"101"
"Citrony";"200";"0.7";"0.5";"10.5";"0";"1.8";"g";"100";"101"
"Datle";"530";"1.5";"0.1";"31.3";"0";"3.6";"g";"100";"101"
"Fíky";"190";"1.3";"0.3";"9.5";"0";"2.3";"g";"100";"101"
"Granátová jablka";"250";"1.3";"0.2";"11.8";"0";"2.8";"g";"100";"101"
"Grapefruity";"170";"0.5";"0.3";"9.6";"0";"1.6";"g";"100";"101"
"Hrozny";"290";"0.7";"0.5";"18.2";"0";"1.5";"g";"100";"101"
"Hrušky";"280";"0.5";"0.4";"15.8";"0";"2.4";"g";"100";"101"
"Jablka";"260";"0.4";"0.4";"14.4";"0";"1.8";"g";"100";"101"
"Jahody";"180";"0.9";"0.6";"8.8";"0";"1.3";"g";"100";"101"
"Jeřabiny";"330";"1";"0.3";"22.6";"0";"2.9";"g";"100";"101"
"Kdoule";"160";"0.4";"0.4";"12.4";"0";"1.6";"g";"100";"101"
"Kiwi";"210";"1";"0.5";"9.1";"0";"1.1";"g";"100";"101"
"Klementinky";"160";"0.9";"0.1";"8.7";"0";"null";"g";"100";"101"
"Klikve";"160";"0.4";"0.7";"9.7";"0";"1.6";"g";"100";"101"
"Maliny";"230";"1";"0.8";"11.6";"0";"5.2";"g";"100";"101"
"Mandarinky";"200";"0.9";"0.3";"10.6";"0";"1.5";"g";"100";"101"
"Mango";"290";"0.6";"0.3";"16";"0";"1.7";"g";"100";"101"
"Meruňky";"240";"1";"0.3";"13.4";"0";"1";"g";"100";"101"
"Mirabelky";"220";"0.7";"0.2";"12.8";"0";"1";"g";"100";"101"
"Moruše";"150";"1.3";"0";"8.1";"0";"1.5";"g";"100";"101"
"Nektarinky";"150";"1.2";"0.1";"8";"0";"2.2";"g";"100";"101"
"Olivy černé naložené (řecké)";"1450";"2.2";"35.8";"4.9";"0";"null";"g";"100";"101"
"Olivy zelené naložené";"570";"1.4";"14";"1.8";"0";"2.4";"g";"100";"101"
"Ostružiny";"200";"1.2";"0.8";"12";"0";"4";"g";"100";"101"
"Papája";"590";"0.5";"0.1";"9";"0";"1.8";"g";"100";"101"
"Pomeranče";"200";"0.9";"0.3";"11.7";"0";"1.8";"g";"100";"101"
"Rakytník";"210";"1.2";"3.9";"5";"0";"2";"g";"100";"101"
"Renklody";"260";"0.8";"0.1";"9.7";"0";"2.3";"g";"100";"101"
"Rybíz bílý";"110";"1.3";"0.3";"5.6";"0";"4";"g";"100";"101"
"Rybíz černý";"190";"1.3";"0.3";"16.4";"0";"5";"g";"100";"101"
"Rybíz červený";"160";"1.1";"0.3";"13.8";"0";"5.6";"g";"100";"101"
"Slívy";"170";"0.5";"0";"9.6";"0";"1.8";"g";"100";"101"
"Švestky";"280";"0.8";"0.3";"16.2";"0";"1.5";"g";"100";"101"
"Třešně";"270";"0.9";"0.5";"14.7";"0";"0.5";"g";"100";"101"
"Višně";"210";"0.8";"0.4";"12.6";"0";"0.7";"g";"100";"101"
"Sušené ovoce - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Datle";"1150";"2.3";"0.2";"78";"0";"9";"g";"100";"9"
"Fíky";"970";"4";"1.6";"68.4";"0";"12.9";"g";"100";"9"
"Hrozinky";"960";"2.3";"0.5";"71.2";"0";"5.4";"g";"100";"9"
"Banány";"1360";"4.4";"0.8";"75";"0";"12";"g";"100";"9"
"Jablka";"1070";"1.4";"1.6";"57";"0";"10";"g";"100";"9"
"Meruňky";"1000";"5";"0.5";"48";"0";"8.6";"g";"100";"9"
"Švestky";"1020";"2.8";"0.7";"74.6";"0";"5";"g";"100";"9"
"Ořechy - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Arašídy";"2510";"26.9";"44.2";"23.6";"0";"6.2";"g";"100";"10"
"Kaštany";"900";"4.9";"3.3";"41.1";"0";"4";"g";"100";"10"
"Kešu";"2530";"16";"46";"27";"0";"3.2";"g";"100";"10"
"Kokos";"1530";"4";"36";"11";"0";"7.3";"g";"100";"10"
"Kokos strouhaný";"2540";"7.8";"68.8";"17.5";"0";"null";"g";"100";"10"
"Lískové";"2870";"13.8";"65";"10.9";"0";"3.5";"g";"100";"10"
"Makadamia";"2960";"9";"75";"9.3";"0";"5.3";"g";"100";"10"
"Mák";"2180";"18.7";"39";"23";"0";"20";"g";"100";"10"
"Mandle";"2590";"17.5";"52.4";"19";"0";"6";"g";"100";"10"
"Para";"2870";"15.3";"68.3";"7.8";"0";"5.3";"g";"100";"10"
"Pekan";"2870";"10";"71";"14";"0";"4.7";"g";"100";"10"
"Piniové";"2840";"14";"68.6";"4";"0";"1.9";"g";"100";"10"
"Pistácie";"2660";"20.4";"54.7";"17.1";"0";"6.1";"g";"100";"10"
"Slunečnicová semínka";"2500";"26.5";"49";"12";"0";"6.3";"g";"100";"10"
"Vlašské";"2820";"18.4";"60";"14.6";"0";"2.7";"g";"100";"10"
"Kompoty. džemy a jiné";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Kompot - průměr";"320";"0.4";"0.1";"20";"0";"1";"g";"100";"11"
"Kompot bez cukru - light - průměr";"150";"0.4";"0.4";"7";"0";"1";"g";"100";"11"
"Džem - průměr";"1000";"0.5";"0.3";"58";"0";"0.5";"g";"100";"11"
"Džem Andros light";"640";"0.3";"0.2";"36";"0";"1.2";"g";"100";"11"
"Džem Materne light";"730";"0.3";"0.2";"41";"0";"1";"g";"100";"11"
"Džem diet Schwartau";"770";"0.4";"0.2";"44";"0";"1";"g";"100";"11"
"Džem pro diabetiky Hamé";"470";"0.4";"0.4";"26";"0";"1.5";"g";"100";"11"
"Kandované ovoce směs";"1120";"3.5";"0.2";"68";"0";"6";"g";"100";"11"
"Ovocná přesnídávka s meruňkami neslazená";"190";"0.4";"0.1";"10.3";"0";"null";"g";"100";"11"
"Přesnídávka jablečná";"360";"0.3";"0.1";"21.8";"0";"null";"g";"100";"11"
"Švestková povidla";"980";"1.4";"0.4";"59.3";"0";"1";"g";"100";"11"
"Mléko. mléčné výrobky";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Mléko - 100g/ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Mléko plnotučné - 100 ml";"260";"3";"3.3";"4.6";"14";"0";"ml";"100";"13"
"Mléko polotučné - 100 ml";"190";"3.2";"1.5";"4.7";"9";"0";"ml";"100";"13"
"Mléko nízkotučné - 100 ml";"160";"3";"0.5";"4.4";"3";"0";"ml";"100";"13"
"Mléko odstředěné - 100 ml";"140";"3.4";"0.1";"4.9";"1";"0";"ml";"100";"13"
"Mléko Tatra grand 9% tuku - 100 ml";"660";"8";"9";"11.4";"40";"0";"ml";"100";"13"
"Mléko Tatra light 4 % tuku - 100 ml";"430";"6.7";"4";"9.6";"19";"0";"ml";"100";"13"
"Smetana ke šlehání light (Kapucín) - 100 ml";"870";"2.9";"20";"3.9";"50";"0";"ml";"100";"13"
"Smetana ke šlehání 33 % tuku - 100 ml";"1260";"2.1";"32.8";"3.2";"105";"0";"ml";"100";"13"
"Stabilka inst.krém ke šlehání. hotový krém-100 g";"490";"0.8";"8.3";"9.9";"0";"0";"g";"100";"13"
"Suš. mléko plnotučné-100 g";"2100";"26.8";"27";"39";"99";"0";"g";"100";"13"
"Suš. mléko odtuč. -100 g";"1520";"35.5";"1";"51.5";"31";"0";"g";"100";"13"
"Jogurty bílé - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Activia bílá (Danone)";"300";"4.2";"3.5";"5.9";"14";"0";"g";"100";"14"
"Activia bílá 0 % tuku. Vitalinea bílá";"190";"4.6";"0.1";"6.2";"1";"0";"g";"100";"14"
"Bílý se sníženým obsahem tuku (Kapucín)";"280";"3";"1";"4";"3";"0";"g";"100";"14"
"Jihočeský jogurt bílý - sklo (Madeta)";"360";"5.9";"3.6";"5.1";"9";"0";"g";"100";"14"
"Twiggy bílý (Bohemilk)";"250";"5.2";"1";"5.3";"30";"0";"g";"100";"14"
"Jogurty ovocné - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Activia s vlákninou (Danone)";"450";"3.5";"3.1";"16";"13";"null";"g";"100";"15"
"Cremi gourmand (Yoplait)";"470";"2.5";"5.3";"13.7";"30";"null";"g";"100";"15"
"Diavita-jahodový (Madeta)";"280";"4";"2.4";"7.3";"8";"null";"g";"100";"15"
"Fantasia s ovocem (Danone)";"440";"3.8";"3.1";"15.2";"13";"null";"g";"100";"15"
"Jogobella jahodová (Zott)";"410";"3.5";"2.7";"14.9";"12";"null";"g";"100";"15"
"Jogobella light ananas (Zott)";"250";"4.1";"1.1";"8.4";"3";"null";"g";"100";"15"
"Jogurt 0.1 % zahradní směs s müsli (Kunín)";"200";"4.3";"0.1";"6.8";"1";"null";"g";"100";"15"
"Lehký košík müsli (Yoplait)";"200";"4.3";"0.1";"6.4";"1";"null";"g";"100";"15"
"Meruňky s cereáliemi (Hollandia)";"380";"2.7";"3";"10.7";"13";"null";"g";"100";"15"
"Ovocela malina (Danone)";"420";"3.4";"2.8";"14.8";"10";"null";"g";"100";"15"
"ProBio vanilkový (Rajo)";"430";"3.5";"2.7";"16.5";"9";"null";"g";"100";"15"
"Silueta broskev. maracuja (Olma)";"210";"4.1";"0.1";"8.1";"1";"null";"g";"100";"15"
"Vitalinea s kousky višní (Danone)";"240";"4.4";"0.1";"10.8";"1";"null";"g";"100";"15"
"Kysané mléčné nápoje - 100 g/ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Acidofilní mléko 3 % tuku - 100 ml";"250";"3.3";"3.5";"4";"14";"0";"ml";"100";"16"
"Actimel (Danone) - 100 ml";"370";"3";"1.7";"15.1";"9";"0";"ml";"100";"16"
"Actimel 0% tuku (Danone) - 100 ml";"150";"2.9";"0.1";"5.1";"1";"0";"ml";"100";"16"
"Jemný jogurtový nápoj (Danone) - 100 g";"370";"2.9";"2.1";"14.3";"9";"0";"g";"100";"16"
"Jihočeské kefírové mléko (Madeta) - 100 ml";"180";"3.2";"1.8";"3.7";"4";"0";"ml";"100";"16"
"Vitalinea nápoj (Danone) - 100 g";"150";"3.3";"0.1";"5.5";"1";"0";"g";"100";"16"
"Další mléčné výrobky - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Danette čokoládový ";"610";"3.3";"7";"17.5";"30";"0";"g";"100";"17"
"Danissimo vanilkové (Danone)";"560";"4.9";"5.7";"15.7";"30";"0";"g";"100";"17"
"Kysaná smetana 6+4 (Polabské mlékárny)";"720";"3.2";"16";"4";"18";"0";"g";"100";"17"
"Milch reis čoko (Müller)";"470";"3.2";"2.6";"19";"null";"null";"g";"100";"17"
"Monte (Zott)";"820";"2.9";"13.5";"15.9";"42";"0";"g";"100";"17"
"Pudink čokoládový (Dr. Oetker)";"680";"3.1";"9";"17.1";"35";"0";"g";"100";"17"
"Tvaroh bez tuku";"290";"18.8";"0.8";"4.4";"5";"0";"g";"100";"17"
"Tvaroh jemný";"460";"17.5";"2.5";"4.2";"9";"0";"g";"100";"17"
"Tvaroh tučný";"770";"12.3";"13.5";"3.3";"13";"0";"g";"100";"17"
"Tvaroh tvrdý";"540";"28.6";"0.9";"1.5";"11";"0";"g";"100";"17"
"Tvaroh-jogurt.dezert Diavita višeň (Madeta)";"230";"7";"0.1";"5.4";"1";"null";"g";"100";"17"
"Vitalinea čokoládový dezert";"350";"3.5";"0.5";"15.8";"null";"0";"g";"100";"17"
"Zakysaná smetana";"690";"2.6";"15";"4.5";"30";"0";"g";"100";"17"
"Zakysaná smetana light";"530";"2.9";"11";"4.2";"37";"0";"g";"100";"17"
"Rostlinná mléka ";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Sušené mléko ovesné - 100 g";"2050";"5";"25";"61";"0";"20";"g";"100";"18"
"Šlehačka spray dietní (Dutch lady) - 100 g";"830";"3.5";"20";"4.9";"null";"0";"g";"100";"18"
"Šlehačka spray neslazená (Dutch lady) - 100 g";"1390";"2.3";"35";"3.5";"null";"0";"g";"100";"18"
"Ovesné mléko hotové (ASP) - 100 ml";"200";"0.5";"2.5";"6.1";"0";"2";"ml";"100";"18"
"Cereální nápoj Breakfast drink (Bona Vita) - 1 porce";"1100";"7";"8";"45";"0";"null";"ks";"100";"18"
"Sójové mléko s kalciem (Provamel) - 100 ml";"190";"3.6";"2.1";"2.9";"0";"0";"ml";"100";"18"
"Sójové mléko hotové (ASP) - 100 ml";"200";"0.2";"2.6";"5.9";"0";"0";"ml";"100";"18"
